Date,Open,High,Low,Close,Adj Close,Volume
2019-11-04,0.185000,0.189000,0.185000,0.189000,0.189000,79835
2019-11-05,0.189000,0.189000,0.187000,0.187000,0.187000,1870
2019-11-06,0.189000,0.189000,0.189000,0.189000,0.189000,10252
2019-11-07,0.187000,0.189000,0.180000,0.189000,0.189000,648287
2019-11-08,0.182000,0.182000,0.182000,0.182000,0.182000,1000
2019-11-11,0.182000,0.189000,0.182000,0.187000,0.187000,12530
2019-11-12,0.187000,0.187000,0.187000,0.187000,0.187000,28007
2019-11-13,0.185000,0.187000,0.182000,0.182000,0.182000,137152
2019-11-14,0.183000,0.183000,0.183000,0.183000,0.183000,13494
2019-11-15,0.183000,0.183000,0.183000,0.183000,0.183000,0
2019-11-18,0.184000,0.184000,0.182000,0.182000,0.182000,24710
2019-11-19,0.183000,0.183000,0.182000,0.182000,0.182000,5406
2019-11-20,0.187000,0.187000,0.187000,0.187000,0.187000,16387
2019-11-21,0.183000,0.186000,0.182000,0.186000,0.186000,190077
2019-11-22,0.186000,0.187000,0.186000,0.187000,0.187000,2336
2019-11-25,0.186000,0.186000,0.183000,0.183000,0.183000,10116
2019-11-26,0.185000,0.189000,0.185000,0.189000,0.189000,68021
2019-11-27,0.186000,0.189000,0.186000,0.189000,0.189000,5151
2019-11-28,0.191000,0.192000,0.191000,0.192000,0.192000,1470
2019-11-29,0.191000,0.195000,0.191000,0.195000,0.195000,20697
2019-12-02,0.196000,0.198000,0.189000,0.189000,0.189000,222070
2019-12-03,0.189000,0.190000,0.189000,0.190000,0.190000,56158
2019-12-04,0.191000,0.191000,0.191000,0.191000,0.191000,521
2019-12-05,0.192000,0.192000,0.191000,0.191000,0.191000,925
2019-12-06,0.191000,0.191000,0.189000,0.190000,0.190000,16515
2019-12-09,0.190000,0.190000,0.190000,0.190000,0.190000,14149
2019-12-10,0.190000,0.190000,0.189000,0.189000,0.189000,10715
2019-12-11,0.189000,0.189000,0.189000,0.189000,0.189000,0
2019-12-12,0.190000,0.190000,0.190000,0.190000,0.190000,850
2019-12-13,0.190000,0.190000,0.190000,0.190000,0.190000,45000
2019-12-16,0.189000,0.189000,0.189000,0.189000,0.189000,250022
2019-12-17,0.190000,0.190000,0.190000,0.190000,0.190000,105
2019-12-18,0.190000,0.190000,0.190000,0.190000,0.190000,290
2019-12-19,0.190000,0.190000,0.189000,0.189000,0.189000,120344
2019-12-20,0.189000,0.189000,0.189000,0.189000,0.189000,6208
2019-12-23,0.190000,0.190000,0.189000,0.189000,0.189000,90147
2019-12-24,0.190000,0.190000,0.189000,0.189000,0.189000,12109
2019-12-25,0.189000,0.189000,0.189000,0.189000,0.189000,0
2019-12-27,0.190000,0.190000,0.190000,0.190000,0.190000,7134
2019-12-30,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-12-31,0.190000,0.190000,0.190000,0.190000,0.190000,0
2020-01-03,0.190000,0.190000,0.190000,0.190000,0.190000,0
2020-01-06,0.192000,0.195000,0.190000,0.190000,0.190000,32396
2020-01-07,0.190000,0.190000,0.190000,0.190000,0.190000,0
2020-01-08,0.195000,0.195000,0.195000,0.195000,0.195000,42586
2020-01-09,0.195000,0.195000,0.195000,0.195000,0.195000,408
2020-01-10,0.195000,0.195000,0.195000,0.195000,0.195000,4380
2020-01-13,0.195000,0.195000,0.195000,0.195000,0.195000,0
2020-01-14,0.195000,0.195000,0.192000,0.192000,0.192000,114027
2020-01-15,0.192000,0.192000,0.192000,0.192000,0.192000,0
2020-01-16,0.189000,0.192000,0.189000,0.189000,0.189000,57379
2020-01-17,0.189000,0.189000,0.189000,0.189000,0.189000,308
2020-01-20,0.189000,0.189000,0.189000,0.189000,0.189000,833
2020-01-21,0.192000,0.192000,0.189000,0.189000,0.189000,3512
2020-01-22,0.192000,0.192000,0.189000,0.189000,0.189000,52749
2020-01-23,0.190000,0.195000,0.189000,0.195000,0.195000,8043
2020-01-24,0.196000,0.196000,0.189000,0.192000,0.192000,24792
2020-01-27,0.190000,0.192000,0.190000,0.192000,0.192000,86830
2020-01-28,0.191000,0.191000,0.191000,0.191000,0.191000,4052
2020-01-29,0.191000,0.194000,0.190000,0.190000,0.190000,28132
2020-01-30,0.191000,0.194000,0.191000,0.191000,0.191000,17085
2020-01-31,0.191000,0.191000,0.191000,0.191000,0.191000,107894
2020-02-03,0.191000,0.191000,0.189000,0.189000,0.189000,344661
2020-02-04,0.189000,0.189000,0.189000,0.189000,0.189000,0
2020-02-05,0.190000,0.190000,0.190000,0.190000,0.190000,100215
2020-02-07,0.191000,0.191000,0.191000,0.191000,0.191000,25097
2020-02-10,0.189000,0.190000,0.189000,0.190000,0.190000,315621
2020-02-11,0.189000,0.193000,0.189000,0.193000,0.193000,18857
2020-02-12,0.193000,0.193000,0.189000,0.189000,0.189000,1885
2020-02-13,0.189000,0.200000,0.186000,0.200000,0.200000,159877
2020-02-14,0.200000,0.200000,0.196000,0.196000,0.196000,8467
2020-02-17,0.196000,0.196000,0.196000,0.196000,0.196000,791
2020-02-18,0.196000,0.196000,0.196000,0.196000,0.196000,179
2020-02-19,0.194000,0.194000,0.182000,0.182000,0.182000,6935
2020-02-20,0.186000,0.187000,0.184000,0.186000,0.186000,90545
2020-02-21,0.186000,0.189000,0.186000,0.186000,0.186000,17038
2020-02-24,0.186000,0.186000,0.184000,0.184000,0.184000,1438
2020-02-25,0.187000,0.187000,0.186000,0.186000,0.186000,25911
2020-02-26,0.189000,0.189000,0.189000,0.189000,0.189000,107
2020-02-27,0.189000,0.189000,0.189000,0.189000,0.189000,0
2020-02-28,0.189000,0.189000,0.189000,0.189000,0.189000,171
2020-03-02,0.171000,0.184000,0.171000,0.171000,0.171000,470820
2020-03-03,0.187000,0.188000,0.187000,0.188000,0.188000,10616
2020-03-04,0.188000,0.188000,0.188000,0.188000,0.188000,1345
2020-03-05,0.188000,0.188000,0.188000,0.188000,0.188000,0
2020-03-06,0.185000,0.185000,0.185000,0.185000,0.185000,1401
2020-03-09,0.187000,0.187000,0.176000,0.176000,0.176000,208961
2020-03-10,0.177000,0.180000,0.170000,0.171000,0.171000,93817
2020-03-11,0.175000,0.176000,0.175000,0.176000,0.176000,6914
2020-03-12,0.176000,0.176000,0.176000,0.176000,0.176000,1783
2020-03-13,0.176000,0.176000,0.169000,0.170000,0.170000,7670
2020-03-16,0.170000,0.172000,0.170000,0.170000,0.170000,66236
2020-03-17,0.182000,0.182000,0.171000,0.171000,0.171000,12054
2020-03-18,0.170000,0.171000,0.170000,0.171000,0.171000,26058
2020-03-19,0.162000,0.162000,0.162000,0.162000,0.162000,95144
2020-03-20,0.166000,0.166000,0.166000,0.166000,0.166000,605
2020-03-23,0.166000,0.166000,0.152000,0.152000,0.152000,97374
2020-03-24,0.152000,0.152000,0.152000,0.152000,0.152000,100027
2020-03-25,0.151000,0.155000,0.151000,0.155000,0.155000,39989
2020-03-26,0.159000,0.159000,0.159000,0.159000,0.159000,6647
2020-03-27,0.160000,0.160000,0.155000,0.155000,0.155000,35843
2020-03-30,0.155000,0.155000,0.145000,0.145000,0.145000,156522
2020-03-31,0.145000,0.149000,0.145000,0.147000,0.147000,13342
2020-04-01,0.153000,0.153000,0.153000,0.153000,0.153000,19310
2020-04-02,0.152000,0.152000,0.145000,0.145000,0.145000,16794
2020-04-03,0.145000,0.145000,0.145000,0.145000,0.145000,0
2020-04-06,0.145000,0.145000,0.145000,0.145000,0.145000,0
2020-04-07,0.150000,0.151000,0.150000,0.150000,0.150000,58383
2020-04-08,0.150000,0.150000,0.150000,0.150000,0.150000,407
2020-04-09,0.149000,0.154000,0.149000,0.154000,0.154000,118699
2020-04-14,0.160000,0.160000,0.158000,0.160000,0.160000,82745
2020-04-15,0.158000,0.165000,0.156000,0.165000,0.165000,521336
2020-04-16,0.165000,0.165000,0.165000,0.165000,0.165000,3116
2020-04-17,0.167000,0.167000,0.162000,0.163000,0.163000,54516
2020-04-20,0.165000,0.165000,0.165000,0.165000,0.165000,12511
2020-04-21,0.165000,0.165000,0.165000,0.165000,0.165000,78817
2020-04-22,0.165000,0.165000,0.163000,0.163000,0.163000,8688
2020-04-23,0.165000,0.165000,0.164000,0.165000,0.165000,9342
2020-04-24,0.165000,0.165000,0.160000,0.160000,0.160000,6606
2020-04-28,0.159000,0.160000,0.158000,0.160000,0.160000,17755
2020-04-29,0.160000,0.160000,0.158000,0.160000,0.160000,128000
2020-04-30,0.162000,0.162000,0.160000,0.160000,0.160000,8712
2020-05-01,0.163000,0.163000,0.163000,0.163000,0.163000,915
2020-05-04,0.165000,0.167000,0.165000,0.165000,0.165000,70799
2020-05-05,0.168000,0.168000,0.168000,0.168000,0.168000,7734
2020-05-06,0.169000,0.170000,0.169000,0.170000,0.170000,8649
2020-05-07,0.170000,0.175000,0.170000,0.175000,0.175000,43020
2020-05-08,0.176000,0.179000,0.176000,0.179000,0.179000,3805
2020-05-11,0.180000,0.185000,0.179000,0.180000,0.180000,159766
2020-05-12,0.181000,0.181000,0.181000,0.181000,0.181000,827
2020-05-13,0.181000,0.181000,0.180000,0.181000,0.181000,30832
